img,Predictions,Predictions time (s),timestamp
.gradio\flagged\img\02b19e8d88d160778710\pizza.jpeg,"{""label"": ""spaghetti_bolognese(Only available for premium subscribers. kcal)"", ""confidences"": [{""label"": ""spaghetti_bolognese(Only available for premium subscribers. kcal)"", ""confidence"": 0.11464222520589828}, {""label"": ""escargots(Only available for premium subscribers. kcal)"", ""confidence"": 0.08448892086744308}, {""label"": ""lasagna(Only available for premium subscribers. kcal)"", ""confidence"": 0.06690619140863419}, {""label"": ""waffles(Only available for premium subscribers. kcal)"", ""confidence"": 0.0555715449154377}, {""label"": ""hot_and_sour_soup(Only available for premium subscribers. kcal)"", ""confidence"": 0.05518874526023865}]}",4.40244,2025-07-22 01:47:41.063698
